paper_id,title,pmid,doi,year,journal,source_collections,in_current_program,in_hpmi,in_pi_backlog,center,pi_candidates,paper_status
pmid-41917196,Programmable kinetic barcoding for multiplexed RNA detection with Cas13a.,41917196,10.1038/s41551-026-01642-6,2026,Nature biomedical engineering,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41909118,Development of a Pilot Machine Learning Model to Predict Successful Short-Term Treatment Success in Critically Ill Patients With Community-Acquired Pneumonia.,41909118,10.1016/j.chstcc.2025.100228,2026,CHEST critical care,current-program,yes,no,no,,,metadata_ingested
pmid-41899571,An Analysis of G3BP2 in Non-Small Cell Lung Cancer.,41899571,10.3390/cancers18060969,2026,Cancers,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-41888257,Common and rare genetic variants show network convergence for a majority of human traits.,41888257,10.1038/s44319-026-00733-4,2026,EMBO reports,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-41877583,The complexities of respiratory chain biogenesis and maintenance in yeast mitochondria.,41877583,10.1002/pro.70545,2026,Protein science : a publication of the Protein Society,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41872475,Author Correction: Systematic data capture reduces the need for source data verification: exploratory analysis from a phase 2 multicenter randomized controlled platform trial.,41872475,10.1038/s43856-026-01414-y,2026,Communications medicine,current-program,yes,no,no,,,metadata_ingested
pmid-41867191,Outburst of serotype 4 IPD after COVID-19 is driven by ST15063/GPSC162 lineage associated with high-risk behaviors and greater virulence linked to influenza H3N2 virus coinfection and cigarette smoke.,41867191,10.64898/2026.02.27.26346872,2026,medRxiv : the preprint server for health sciences,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-41864210,Multiomic analysis of ART-interruption cohorts identifies cell-extrinsic and -intrinsic mechanisms driving lymphocyte-mediated control of HIV rebound.,41864210,10.1016/j.immuni.2026.01.029,2026,Immunity,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41859121,Divergent macrophage responses to Influenza A virus and Streptococcus pneumoniae: co-infection drives bacterial dominance whereas superinfection favors viral priming.,41859121,10.3389/fimmu.2026.1729086,2026,Frontiers in immunology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41858552,Quetiapine induced severe nasal congestion - case report.,41858552,10.2478/sjcapp-2026-0001,2026,Scandinavian journal of child and adolescent psychiatry and psychology,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-41851107,"Discovery of synthetic G-quadruplex DNA as SARS-CoV-2 helicase inhibitor with antiviral, anti-inflammatory and antioxidative properties.",41851107,10.1038/s41420-026-03006-0,2026,Cell death discovery,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41846986,Compartmentalized cytokine networks and systemic immune remodeling in bovine mammary H5N1 infection.,41846986,10.64898/2026.03.06.710145,2026,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41846463,Bridging Critically Ill Patients With Cirrhosis to Transplant With Renal Replacement Therapy: A Multicenter Cohort Study.,41846463,10.1111/liv.70593,2026,Liver international : official journal of the International Association for the Study of the Liver,pi-backlog,no,no,yes,SCRIPT,Richard Wunderink,metadata_ingested
pmid-41837898,Comparing clinical assessments of pneumonia to bronchoalveolar lavage results in critically ill patients with suspected pneumonia.,41837898,10.1093/annalsats/aaoag050,2026,Annals of the American Thoracic Society,current-program,yes,no,no,,,metadata_ingested
pmid-41836507,MUC16-dependent Renal Vascular Adhesion of Candida Promotes Tissue Invasion and Predicts Clinical Outcome in Candidemia.,41836507,10.21203/rs.3.rs-8810991/v1,2026,Research square,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Scott Filler;Melissa Johnson,metadata_ingested
pmid-41827648,Association Between Hyperchloremia and Neurological Outcomes in Traumatic Brain Injury: A Narrative Review.,41827648,10.3390/healthcare14050696,2026,"Healthcare (Basel, Switzerland)",pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-41826557,"Adaptable, quantitative CRISPR/Cas12a-based assay for cytomegalovirus DNA in infant saliva.",41826557,10.1038/s41598-026-43462-3,2026,Scientific reports,pi-backlog,no,no,yes,CViSB,Donald S Grant,metadata_ingested
pmid-41819028,What Do We Currently Know About Functional Tic-Like Behaviors: A Topical Review.,41819028,10.1016/j.pediatrneurol.2026.02.007,2026,Pediatric neurology,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-41814416,A feasibility randomised trial of remotely delivered Video Interaction Guidance for parents of children with intellectual disability referred to specialist mental health services.,41814416,10.1186/s40814-026-01800-2,2026,Pilot and feasibility studies,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-41810946,Quality improvement in emergency medicine: a structured approach.,41810946,10.1097/MEJ.0000000000001327,2026,European journal of emergency medicine : official journal of the European Society for Emergency Medicine,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-41808807,Age-specific differences in parathyroidectomy after implementation of guidelines for primary hyperparathyroidism.,41808807,10.21037/gs-2025-410,2026,Gland surgery,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-41808365,An isotope dilution-liquid chromatography-tandem mass spectrometry-based candidate reference measurement procedure for the quantification of 17-hydroxyprogesterone in human serum and plasma.,41808365,10.1515/cclm-2025-1169,2026,Clinical chemistry and laboratory medicine,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41807181,Single-cell RNAseq identifies persistent epithelial and immune dysfunction in PwCF by mitigating inter-individual sampling heterogeneity.,41807181,10.1016/j.jcf.2026.01.009,2026,Journal of cystic fibrosis : official journal of the European Cystic Fibrosis Society,current-program,yes,no,no,,,metadata_ingested
pmid-41805254,Complete genome sequences of KPC-producing Klebsiella pneumoniae isolates pre- and post-development of meropenem/vaborbactam resistance.,41805254,10.1128/mra.01447-25,2026,Microbiology resource announcements,current-program,yes,no,no,,,metadata_ingested
pmid-41802232,Medical Student Experiences With ChatGPT: National Cross-Sectional Study.,41802232,10.2196/76838,2026,JMIR formative research,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-41797714,Human iPSC-derived alveolar macrophages reveal macrophage subtype functions of itaconate in M. tuberculosis defense.,41797714,10.1172/jci.insight.198342,2026,JCI insight,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-41796484,Navigating Parenthood in the Shadow of Cancer: A Scoping Review of Healthy Parents' Experiences.,41796484,10.1016/j.soncn.2026.152175,2026,Seminars in oncology nursing,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-41794121,Evaluating the Association Between Patient Priorities and ICU Care Delivery in Adults Receiving Mechanical Ventilation.,41794121,10.1016/j.chest.2026.01.028,2026,Chest,current-program,yes,no,no,,,metadata_ingested
pmid-41794027,Dynamics of natural selection preceding human viral epidemics and pandemics.,41794027,10.1016/j.cell.2026.02.006,2026,Cell,current-program,yes,no,no,,,metadata_ingested
pmid-41789562,UGA-SSMRPT2 - A Multireference Perturbation Theory Predicting Accurate Electronic Excitation Energies in Diverse Molecular Systems.,41789562,10.1021/acs.jctc.5c01958,2026,Journal of chemical theory and computation,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-41782260,Response to: Bridging research and patient experience in chronic urinary tract infection.,41782260,10.1111/bju.70186,2026,BJU international,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-41776075,In vivo base editing gene therapy for heterozygous familial hypercholesterolemia: a phase 1 trial.,41776075,10.1038/s41591-026-04254-4,2026,Nature medicine,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41768456,Time-Dependent Structure Assessment of Conjugated Polymer Aggregates in Solution by Single-Molecule Fluorescence Spectroscopy.,41768456,10.1021/acs.macromol.5c02031,2026,Macromolecules,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41766370,Network divergence analysis identifies adaptive gene modules and two orthogonal vulnerability axes in pancreatic cancer.,41766370,10.1002/1878-0261.70218,2026,Molecular oncology,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-41763193,Microbiologic Diagnosis of Respiratory Infections in Critically Ill Immunocompromised Patients.,41763193,10.1055/a-2808-5317,2026,Seminars in respiratory and critical care medicine,current-program,yes,no,no,,,metadata_ingested
pmid-41757169,Early Fc-effector antibody signatures impact COVID-19 disease trajectory.,41757169,10.64898/2026.02.18.26346542,2026,medRxiv : the preprint server for health sciences,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41742404,Delayed viral rebound post-ART interruption in infant macaques given SIV-specific neutralizing antibodies.,41742404,10.1016/j.xcrm.2026.102636,2026,Cell reports. Medicine,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-41729080,Dose-dependent IFN programs in myeloid cells after mRNA and adenovirus COVID-19 vaccination.,41729080,10.1172/jci.insight.199245,2026,JCI insight,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-41728666,Synthetic Strategies for Activity-Based Probes to Decode Ubiquitin-Like Modifiers.,41728666,10.1002/chem.202503597,2026,"Chemistry (Weinheim an der Bergstrasse, Germany)",pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-41713398,What questions currently beyond reach do you hope systems approaches will enable addressing in the next decade?,41713398,10.1016/j.cels.2026.101540,2026,Cell systems,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-41711574,Aminoglycosides enhance meropenem/vaborbactam activity against KPC-producing Klebsiella pneumoniae in the hollow fiber infection model.,41711574,10.1128/aac.01365-25,2026,Antimicrobial agents and chemotherapy,current-program,yes,no,no,,,metadata_ingested
pmid-41709253,Working with underrepresented groups: lessons from the SCHEMA trial.,41709253,10.1186/s13063-026-09560-3,2026,Trials,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-41708001,The intrinsically disordered region of the human parathyroid hormone controls functional amyloid properties.,41708001,10.1016/j.jbc.2026.111295,2026,The Journal of biological chemistry,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41700894,Harnessing evolution: leveraging bacterial isoprenoid pathway diversity toward improved bioengineering strategies.,41700894,10.1128/jb.00441-25,2026,Journal of bacteriology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-41689556,Dearomative Indole Annulation with 2-Aminoaryldisulfide - an Approach for Accessing Polycyclic Indoline-Fused-Benzothiazine.,41689556,10.1021/acs.orglett.6c00270,2026,Organic letters,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-41688792,Membrane-associated effluxosomes coordinate multi-metal resistance in Mycobacterium tuberculosis.,41688792,10.1038/s44318-026-00715-1,2026,The EMBO journal,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-41676703,LUCas: Light-Uncaged Cas13a using photocleavable interfering guide RNAs.,41676703,10.64898/2026.02.02.700737,2026,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41676649,Regulation of virion production by the ORF8 signal peptide across SARS-CoV-2 variants.,41676649,10.1101/2024.03.05.583578,2026,bioRxiv : the preprint server for biology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-41673774,From Covalent Traps to Fluorescent Beacons: The Expanding Arsenal of Chemical Probes for Studying Ubiquitin and Ubiquitin-Like Proteins.,41673774,10.1002/anie.202520118,2026,Angewandte Chemie (International ed. in English),pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-41668256,Longitudinal Surveillance of Influenza A Virus Exposure in Wild Boars (Sus scrofa) in Spain (2015-2023): Serologic and Virologic Evidence of Subtype Infections and H5N1 Spillover Risk.,41668256,10.1111/zph.70040,2026,Zoonoses and public health,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41667504,MHC class II functions as a host-specific entry receptor for representative human and swine H3N2 influenza A viruses.,41667504,10.1038/s41467-026-69267-6,2026,Nature communications,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41667423,DNA polymerase kappa stabilized by Ptbp2 interacts with MRE11 and promotes genomic instability in leukemia.,41667423,10.1038/s41420-026-02951-0,2026,Cell death discovery,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-41666933,Influenza hijacks myeloid cells to inflict type-I interferon-fueled damage in the heart.,41666933,10.1016/j.immuni.2025.12.011,2026,Immunity,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,metadata_ingested
pmid-41663757,Human CRAMP1 specifically promotes the expression of histone H1 genes.,41663757,10.1038/s44319-026-00704-9,2026,EMBO reports,current-program,yes,no,no,,,metadata_ingested
pmid-41661294,Alveolar gas equation: a metabolic perspective.,41661294,10.1007/s00134-026-08332-6,2026,Intensive care medicine,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41659632,Coupling high-throughput protease enzymology with viral replication reveals biochemical constraints of viral fitness.,41659632,10.64898/2026.01.27.702130,2026,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-41659573,A bireporter recombinant SARS-CoV-2 Omicron BA.5 for in vitro and in vivo studies.,41659573,10.64898/2026.01.24.700018,2026,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41654489,Prenatal and postnatal effects of gestational immune activation on synaptic and neurodevelopmental pathways via epigenetic mechanisms.,41654489,10.1038/s41398-026-03884-z,2026,Translational psychiatry,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-41648602,Amplified genome editing by in vivo editor production.,41648602,10.64898/2026.01.13.699115,2026,bioRxiv : the preprint server for biology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-41646792,Longitudinal clinical proteomics reveals pneumonia type-specific protein biomarkers and autoantibodies.,41646792,10.64898/2026.01.12.26343938,2026,medRxiv : the preprint server for health sciences,current-program,yes,no,no,,,metadata_ingested
pmid-41646725,Developing and externally validating machine learning models to forecast short-term risk of ventilator-associated pneumonia.,41646725,10.64898/2026.01.28.26344858,2026,medRxiv : the preprint server for health sciences,current-program,yes,no,no,,,metadata_ingested
pmid-41646655,Synonymous substitution rate slowdown preceding the emergence of SARS-CoV-2 variants and during persistent infections.,41646655,10.64898/2026.01.26.26344861,2026,medRxiv : the preprint server for health sciences,current-program,yes,no,no,,,metadata_ingested
pmid-41642208,Bone remodelling comparison between normal pedicle screw and expandable pedicle screw instrumented L4-L5 vertebrae: a preclinical study using FE analysis.,41642208,10.1088/1873-4030/ae1825,2026,Medical engineering & physics,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-41639235,Multi-scale entropy analysis of acoustic emission for gearbox fault severity classification.,41639235,10.1038/s41598-026-37858-4,2026,Scientific reports,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
